0__energy_ratio_by_chunks__num_segments_10__segment_focus_4	0__fft_coefficient__attr_"real"__coeff_1	0__fft_coefficient__attr_"imag"__coeff_3	0__fft_coefficient__attr_"angle"__coeff_3	0__agg_linear_trend__attr_"intercept"__chunk_len_50__f_agg_"mean"	0__sum_values	0__fft_coefficient__attr_"real"__coeff_0	0__mean	0__fft_coefficient__attr_"abs"__coeff_0	0__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)	0__c3__lag_3	0__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)	0__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)	0__median	0__fft_coefficient__attr_"imag"__coeff_4
0.173475608	-2.412403285	-4.102645053	-143.3974051	0.565705201	51.36829583	51.36829583	0.513682958	51.36829583	0.260330745	0.161599837	0.354295993	0.444741534	0.5	-0.315222308
0.083379101	1.244544232	2.483060562	156.2931112	0.489272794	45.1726864	45.1726864	0.451726864	45.1726864	0.183780777	0.107453694	0.295802263	0.408529736	0.461538462	-2.906179181
0.052904085	1.7798891	2.138624569	46.82794771	0.439413814	44.72249707	44.72249707	0.447224971	44.72249707	0.229793413	0.091355056	0.326103557	0.420361872	0.447222222	-1.024069826
0.087676871	-0.248698129	1.837288067	170.5839742	0.517119489	46.37239308	46.37239308	0.463723931	46.37239308	0.400045888	0.158834409	0.51728045	0.634217327	0.427272727	-3.966917508
0.07377166	2.54497752	0.778048542	164.6282472	0.511364412	47.95173872	47.95173872	0.479517387	47.95173872	0.338496157	0.122816558	0.461868388	0.582766696	0.464114833	-2.060473558
0.101610095	-0.428154696	-0.623051814	-5.708719417	0.446507286	46.54150973	46.54150973	0.465415097	46.54150973	0.054197552	0.107789064	0.116794409	0.179583449	0.488095238	0.079499519
0.037352187	1.273417444	5.171110176	64.23470446	0.443014465	45.36282673	45.36282673	0.453628267	45.36282673	0.318313308	0.099558634	0.400166896	0.481085457	0.458041958	-6.263156078
0.150337862	-1.838422302	-2.987387292	-68.16946915	0.520668087	53.52385661	53.52385661	0.535238566	53.52385661	0.12998244	0.158113691	0.213094937	0.29455718	0.538461538	3.873705128
0.177831343	-2.133891723	-3.745068994	-125.5603533	0.603479256	58.36207965	58.36207965	0.583620796	58.36207965	-0.032027033	0.22681482	0.083124979	0.201252257	0.578947368	8.231283788
0.17967024	-1.044740011	-4.573329566	-114.7469508	0.595830382	53.45046714	53.45046714	0.534504671	53.45046714	0.283768184	0.161482504	0.390338964	0.494492912	0.538461538	0.616442371
0.043108754	0.439226194	1.895084348	32.85943641	0.405693036	42.4594307	42.4594307	0.424594307	42.4594307	0.422318535	0.083900954	0.497142114	0.569539927	0.428571429	-3.783806695
0.077944124	0.678493642	1.069135755	143.0059849	0.467138367	48.34095386	48.34095386	0.483409539	48.34095386	0.31669551	0.118373785	0.416160628	0.513841731	0.5	0.928992679
0.16074827	-1.033490288	-4.839788607	-87.18538216	0.592467833	57.6923708	57.6923708	0.576923708	57.6923708	0.138467771	0.209594103	0.249933338	0.363066637	0.566964286	7.727634856
0.07685637	0.192677193	2.218827622	155.3080017	0.517976245	49.83369713	49.83369713	0.498336971	49.83369713	0.39859505	0.145190803	0.507826808	0.614348589	0.5	-2.776298059
0.147324	-2.107608099	-2.579848697	-66.63316954	0.490389094	49.10192488	49.10192488	0.491019249	49.10192488	0.091638564	0.121315331	0.165563204	0.240858714	0.5	2.024028399
0.032811921	4.030128055	4.077014328	31.99715041	0.480094949	51.70758833	51.70758833	0.517075883	51.70758833	0.274859146	0.191413523	0.388094339	0.503098509	0.513157895	-0.310183664
0.086029105	0.798380456	1.071223902	163.3162085	0.493832374	47.63614668	47.63614668	0.476361467	47.63614668	0.35326688	0.115869899	0.458323162	0.561419938	0.466666667	-1.744427173
0.034330416	1.365550364	5.48111867	55.9283108	0.382494311	43.35993582	43.35993582	0.433599358	43.35993582	0.099340448	0.090035869	0.178314974	0.256204531	0.42481203	-1.132362344
0.027714042	1.958396991	4.472610946	39.61594072	0.374619093	41.26205478	41.26205478	0.412620548	41.26205478	0.220986141	0.084440056	0.288566931	0.353975848	0.418859649	-6.172453244
0.165470411	-1.914547685	-2.288924103	-149.0637309	0.537671791	49.18657987	49.18657987	0.491865799	49.18657987	0.197637834	0.129500574	0.285367	0.370754074	0.5	-1.709142874
0.046304498	1.709911547	3.524666868	41.18704094	0.438788323	47.45695194	47.45695194	0.474569519	47.45695194	0.167999001	0.115247453	0.2624312	0.358126023	0.470175439	0.504346554
0.086294725	1.052206001	-1.010816532	-140.0397993	0.530879628	52.86138586	52.86138586	0.528613859	52.86138586	0.410669553	0.162554164	0.531180831	0.652181688	0.6	4.877932647
0.178609396	-2.303451499	-2.886494752	-145.3235396	0.570983365	52.77886441	52.77886441	0.527788644	52.77886441	0.151611229	0.160922775	0.247147283	0.340794448	0.559027778	-0.366449164
0.156185106	-0.548636305	-2.853238878	-105.9104879	0.538640297	50.74404429	50.74404429	0.507440443	50.74404429	0.219044413	0.133391795	0.311486819	0.402155337	0.5	0.314540871
0.124744058	1.099083161	-1.973992912	-30.77655903	0.591881791	57.93806674	57.93806674	0.579380667	57.93806674	0.176237613	0.226033599	0.287718196	0.401959864	0.625	2.941596684
0.103072735	-0.157833321	-0.659828449	-7.471630433	0.547430048	54.36051398	54.36051398	0.54360514	54.36051398	-0.008494322	0.185293506	0.087957897	0.188622523	0.545454545	2.01609257
0.056058859	3.211493281	1.377300952	30.76818066	0.483239338	49.01333183	49.01333183	0.490133318	49.01333183	0.303637476	0.135381304	0.422728417	0.540209159	0.5	1.300999371
0.064974161	1.921206468	1.745500516	35.43721555	0.510727403	51.1772131	51.1772131	0.511772131	51.1772131	0.212687201	0.138851277	0.329238135	0.446767642	0.513157895	1.845308129
0.177732739	-1.690369701	-2.915761191	-140.0346941	0.589477347	55.88108249	55.88108249	0.558810825	55.88108249	0.1642421	0.187235553	0.273961711	0.384814475	0.550505051	4.251506676
0.074134123	0.798565911	0.81970405	171.3141857	0.525536789	48.94139594	48.94139594	0.489413959	48.94139594	0.42798096	0.137450334	0.545832844	0.66137022	0.466666667	-3.125651202
0.15982414	-1.444985647	-2.694359898	-139.4893767	0.566806121	53.47086141	53.47086141	0.534708614	53.47086141	0.074643445	0.163044857	0.17834997	0.284204375	0.526315789	2.483338662
0.102768195	0.750434832	1.00069649	171.2281925	0.499812685	48.33069891	48.33069891	0.483306989	48.33069891	0.320813205	0.12487277	0.436010651	0.550022848	0.466666667	0.332325165
0.081186423	1.087404464	1.052685317	91.02899594	0.504919898	50.87831415	50.87831415	0.508783142	50.87831415	0.415164243	0.13060671	0.524060759	0.628060635	0.533333333	0.974523759
0.127890087	0.241792386	-2.214128808	-33.00669665	0.493748028	47.60600258	47.60600258	0.476060026	47.60600258	0.206312022	0.112130848	0.279705213	0.351827602	0.461538462	-1.971474559
0.046341163	3.55047523	0.115459566	4.761505174	0.48456788	43.92895845	43.92895845	0.439289585	43.92895845	0.298172359	0.112784532	0.413812505	0.531142972	0.3875	-4.446490941
0.133818269	-0.788591344	-1.424799016	-44.12116846	0.544588069	53.25856649	53.25856649	0.532585665	53.25856649	-0.039965558	0.170592913	0.058064424	0.160491932	0.545454545	2.815900955
0.191206953	-0.846945122	-4.904574702	-116.8254145	0.597979453	53.88288961	53.88288961	0.538828896	53.88288961	0.191852108	0.171483344	0.298465619	0.403503177	0.50862069	1.503652981
0.098281654	0.81116906	0.156572846	178.528625	0.514271794	47.64168627	47.64168627	0.476416863	47.64168627	0.274754813	0.122090637	0.391247204	0.50701898	0.470175439	-0.785562916
0.17461828	-1.938101893	-4.915930906	-144.3662275	0.61162316	57.02002252	57.02002252	0.570200225	57.02002252	0.326367568	0.22405827	0.438201963	0.548335405	0.623737374	3.909715328
0.131509532	-1.317275938	-0.202426412	-24.53775809	0.485106936	49.00989219	49.00989219	0.490098922	49.00989219	0.053162396	0.118964648	0.13076449	0.210634363	0.5	0.846655368
0.183718443	-1.56236791	-3.495940429	-125.3687672	0.586813919	53.65986851	53.65986851	0.536598685	53.65986851	0.044516112	0.16879422	0.152310177	0.260341322	0.525062657	2.589223196
0.086424645	1.229238874	-0.157198371	-177.2980014	0.494477871	46.69187721	46.69187721	0.466918772	46.69187721	0.296245071	0.109145854	0.409646377	0.519728756	0.470175439	-0.51995496
0.078030213	1.312475595	1.152019821	158.899552	0.490021991	48.74771797	48.74771797	0.48747718	48.74771797	0.327190835	0.12243967	0.433495196	0.538162741	0.5	-1.081073263
0.179288524	-1.64978525	-4.805974467	-80.78044818	0.585315761	58.7604967	58.7604967	0.587604967	58.7604967	0.152387518	0.22314831	0.256922862	0.359606252	0.591666667	8.469521414
0.15532746	-1.204165972	-2.096044417	-107.304993	0.563275818	54.83080241	54.83080241	0.548308024	54.83080241	0.053146449	0.172225886	0.155575613	0.257813481	0.539393939	4.457102233
0.163463209	-0.491085947	-4.09252648	-88.05090509	0.589724928	56.53054288	56.53054288	0.565305429	56.53054288	0.140236345	0.203820913	0.255261902	0.367583967	0.6	4.609293126
0.079148908	1.97735298	1.060792102	134.2013305	0.52216084	52.77547758	52.77547758	0.527754776	52.77547758	0.225919446	0.164361225	0.348723041	0.472100939	0.545454545	2.043870536
0.195769795	-1.41120928	-4.67142053	-140.1023018	0.571932245	50.9552164	50.9552164	0.509552164	50.9552164	0.160984934	0.151988592	0.263906341	0.368079976	0.5	0.390069917
0.069633067	0.011354045	1.603894525	149.8097005	0.444238118	44.89467535	44.89467535	0.448946753	44.89467535	0.407808206	0.109374637	0.492051795	0.57285219	0.4	-3.955839074
0.116479126	-0.364483022	-1.94525942	-17.38417995	0.480693123	47.28120676	47.28120676	0.472812068	47.28120676	0.05732216	0.114082435	0.129181207	0.201403862	0.474937343	0.153236537
0.149326024	-0.526284862	-3.028892495	-49.53510594	0.533347449	51.10359972	51.10359972	0.511035997	51.10359972	0.056342051	0.142971076	0.147748708	0.239314099	0.535897436	3.200571741
0.173661511	-1.788042691	-2.468405769	-133.4422984	0.534519223	50.7714732	50.7714732	0.507714732	50.7714732	0.093548477	0.137122384	0.18201967	0.269245251	0.5	1.877180559
0.050581728	2.398246094	1.841932366	19.29554737	0.498283894	52.63096138	52.63096138	0.526309614	52.63096138	0.248229894	0.161797164	0.36667564	0.486258173	0.541958042	4.18061653
0.041054389	1.675890614	3.99531075	47.05423757	0.43047299	46.77736433	46.77736433	0.467773643	46.77736433	0.122141795	0.107125665	0.212657466	0.304487066	0.474937343	-0.419135897
0.101588135	-1.598991791	-0.001803911	-0.052330553	0.474126436	47.65474288	47.65474288	0.476547429	47.65474288	0.167327031	0.111296394	0.234244218	0.301873248	0.468627451	-1.419994535
0.044159797	1.902485756	1.324880975	13.05653666	0.416993326	46.23265803	46.23265803	0.46232658	46.23265803	0.365137066	0.101560739	0.451081651	0.535794184	0.4375	1.748433942
0.077979364	2.26705252	0.973389276	144.7494884	0.528781893	52.32703113	52.32703113	0.523270311	52.32703113	0.228672024	0.171558013	0.36301507	0.499054277	0.541958042	3.240267856
0.095446804	1.9752382	-0.776868809	-174.0600669	0.530018223	47.29970886	47.29970886	0.472997089	47.29970886	0.119891337	0.14891596	0.250568191	0.383596446	0.467611336	-1.999061956
0.095901935	0.883269904	-0.238633396	-176.7163416	0.516426107	48.95225414	48.95225414	0.489522541	48.95225414	0.356371994	0.127746492	0.473115008	0.58815778	0.5	1.234213754
0.143488166	-0.103027117	-3.007353462	-83.81058508	0.582369879	54.47249346	54.47249346	0.544724935	54.47249346	-0.012141959	0.194907738	0.099226241	0.215314109	0.571428571	3.218327132
0.159490438	-0.907463029	-2.81575082	-114.0754098	0.577892341	56.28506654	56.28506654	0.562850665	56.28506654	0.066491902	0.196320609	0.179841415	0.296243079	0.5625	6.241849939
0.027789689	2.29137001	5.418130123	53.11809577	0.393588909	42.70488126	42.70488126	0.427048813	42.70488126	0.072750059	0.117680293	0.151293949	0.23253034	0.345238095	-5.739125378
0.076874436	-0.191046071	0.132214798	8.413000339	0.451424207	45.7940454	45.7940454	0.457940454	45.7940454	0.25206532	0.102400636	0.342478166	0.431844708	0.464102564	0.753300027
0.058559684	1.223759909	1.177217154	11.89710955	0.461966775	48.4284126	48.4284126	0.484284126	48.4284126	0.273366327	0.114084921	0.364209375	0.454605475	0.473684211	1.297043868
0.058952541	2.688418659	2.239071046	93.80085721	0.471100227	48.00168572	48.00168572	0.480016857	48.00168572	0.149019057	0.140221676	0.266866982	0.390048716	0.468627451	1.700593918
0.054173395	1.712379032	4.116024666	76.02783917	0.471721401	51.48461268	51.48461268	0.514846127	51.48461268	0.181341924	0.15221809	0.29256128	0.404820865	0.5	2.919721125
0.118770251	-1.726877858	1.240458984	28.28521462	0.570643057	57.29383983	57.29383983	0.572938398	57.29383983	-0.000236439	0.19157015	0.102567943	0.205984567	0.571428571	4.028145223
0.032319182	0.929787279	2.750624612	21.29283815	0.414887657	47.38755081	47.38755081	0.473875508	47.38755081	0.332706745	0.118992719	0.409163201	0.481086751	0.5	-0.40376713
0.071061762	2.114109567	2.392302966	56.65275445	0.544651234	56.82060069	56.82060069	0.568206007	56.82060069	0.280417203	0.205776249	0.409302941	0.538532256	0.583333333	4.180019439
0.199104615	-2.21273147	-3.729671067	-159.1729094	0.578544983	53.28767504	53.28767504	0.53287675	53.28767504	0.202819529	0.191130323	0.305266242	0.409973784	0.547008547	2.489480111
0.100281774	1.347853209	-0.396536962	-173.2527298	0.542477808	52.45079144	52.45079144	0.524507914	52.45079144	0.322500699	0.156689558	0.454811341	0.589513271	0.5	4.070177947
0.044392595	1.724482008	2.594711111	34.22510076	0.440006332	44.46589942	44.46589942	0.444658994	44.46589942	0.292646615	0.08986706	0.378086405	0.463053169	0.4375	-3.463533568
0.040027498	0.989554514	5.544222127	62.1219787	0.419628871	45.95940163	45.95940163	0.459594016	45.95940163	0.098274159	0.106222253	0.180110862	0.260419898	0.45	-3.868987791
0.076825979	0.619083547	2.413545615	155.9208513	0.523507207	50.73899117	50.73899117	0.507389912	50.73899117	0.384472092	0.153415172	0.501385315	0.613430601	0.5	-2.477392022
0.088774318	0.870430272	0.737295023	170.2388432	0.513079216	49.03760636	49.03760636	0.490376064	49.03760636	0.28714442	0.127041925	0.405132618	0.522419573	0.5	0.116088804
0.050240734	0.598308944	2.106346232	39.8827148	0.434072273	47.15954595	47.15954595	0.47159546	47.15954595	0.293610795	0.107180952	0.378547063	0.462119863	0.5	-0.678574865
0.072670931	1.711334147	0.753375266	33.18897112	0.501667885	48.90288735	48.90288735	0.489028874	48.90288735	0.382706729	0.114633115	0.487880705	0.591570932	0.5	-1.888272365
0.152858152	-1.816603248	0.43268037	173.4257792	0.493701079	49.01493354	49.01493354	0.490149335	49.01493354	0.017131123	0.125158494	0.09224997	0.169532312	0.483333333	-1.139175674
0.164418239	-0.628338044	-3.883999544	-122.5566467	0.579237725	53.87102499	53.87102499	0.53871025	53.87102499	0.164428075	0.167625475	0.275555372	0.385762183	0.533333333	3.240486578
0.053683681	1.943050649	3.058945037	101.4358998	0.440693073	43.73799581	43.73799581	0.437379958	43.73799581	0.186381981	0.091231803	0.282043108	0.378949798	0.440972222	-3.806561555
0.177564684	-1.848198198	-1.536780546	-166.8189618	0.564989319	53.243853	53.243853	0.53243853	53.243853	-0.014694378	0.171392339	0.089028828	0.19276185	0.525062657	2.279704258
0.154066979	-0.196730876	-3.809809846	-121.7210252	0.578885886	50.80229131	50.80229131	0.508022913	50.80229131	0.051876119	0.155918173	0.165025301	0.279374608	0.529824561	0.391512492
0.073958705	1.309865306	0.917296102	162.4956212	0.439935726	42.23691857	42.23691857	0.422369186	42.23691857	0.32769249	0.081104827	0.420186932	0.508672859	0.4	-3.222292136
0.135758166	-1.916763938	0.463509775	58.10295582	0.489543247	50.64793172	50.64793172	0.506479317	50.64793172	-0.090286381	0.134566462	-0.014906088	0.061357293	0.5	1.598587222
0.019863023	1.534108493	5.721861861	34.34779739	0.366131313	43.26773809	43.26773809	0.432677381	43.26773809	0.09337478	0.097756178	0.159543667	0.227255843	0.447222222	-1.711538247
0.144962738	-1.491927247	-3.005741348	-96.86699182	0.555233131	54.40911507	54.40911507	0.544091151	54.40911507	0.218107111	0.166932777	0.311450386	0.404927741	0.6	3.163125084
0.081441277	1.669588671	0.541634555	27.82174166	0.526640531	52.98506015	52.98506015	0.529850602	52.98506015	0.334113385	0.150494518	0.453888054	0.572859315	0.543560606	3.453936152
0.143617912	-0.370363552	-2.336063112	-68.48402129	0.568599727	53.22403604	53.22403604	0.53224036	53.22403604	-0.025978848	0.180160552	0.076679413	0.184008296	0.555555556	1.025787748
0.127246934	-2.490129117	-1.588685704	-24.68796507	0.506990991	51.32163236	51.32163236	0.513216324	51.32163236	0.16886006	0.138667064	0.235060922	0.298676329	0.539393939	-0.446912225
0.054268829	2.578160581	3.073133415	60.1827323	0.475323842	49.98350448	49.98350448	0.499835045	49.98350448	0.208110625	0.155354562	0.32153035	0.43673507	0.483333333	0.342858614
0.143687482	-0.675819491	-2.214389842	-54.22616036	0.569622336	54.82246596	54.82246596	0.54822466	54.82246596	0.144055725	0.172019411	0.247342124	0.350041841	0.555555556	2.601514125
0.056642609	1.147425258	1.795209917	130.252242	0.448073893	42.01245049	42.01245049	0.420124505	42.01245049	0.300083959	0.083223775	0.387805188	0.477153401	0.4	-5.935701826
0.080382289	1.369734011	0.64158992	168.9093809	0.469858354	43.07797834	43.07797834	0.430779783	43.07797834	0.209020243	0.088830015	0.311606216	0.414884235	0.454545455	-3.67769272
0.068489952	1.389631599	2.171671081	98.53244001	0.45010812	45.80793272	45.80793272	0.458079327	45.80793272	0.232219633	0.096084277	0.331526273	0.430958775	0.466666667	0.318303979
0.181786308	-1.95832046	-4.566452754	-133.4888379	0.593335059	55.10990542	55.10990542	0.551099054	55.10990542	0.266113989	0.187367008	0.369962673	0.473194111	0.559027778	3.199250514
0.109272586	0.942667935	-0.568663253	-176.2681257	0.524633887	48.06257945	48.06257945	0.480625795	48.06257945	0.458118972	0.137511839	0.581858572	0.705609246	0.5	-0.431631946
0.056303158	2.093542439	1.479385679	18.38622162	0.470137701	48.15306219	48.15306219	0.481530622	48.15306219	0.280790351	0.112223556	0.380951954	0.481167366	0.474937343	0.305971792
0.058462191	2.42863723	0.808881385	160.9567744	0.475058208	43.34156999	43.34156999	0.4334157	43.34156999	0.177934308	0.111388	0.298061379	0.418370491	0.422619048	-3.031339686
0.180873079	0.397556709	-5.993407465	-105.468689	0.620610905	55.36182629	55.36182629	0.553618263	55.36182629	0.190560582	0.20518689	0.314534177	0.440885069	0.550505051	4.41708954
0.109630555	-1.096680775	0.072857693	1.17988818	0.475410416	48.64030867	48.64030867	0.486403087	48.64030867	0.126245251	0.114850431	0.193946999	0.260293458	0.5	-1.311347942
0.135920804	-0.603041094	-1.058188668	-150.0799129	0.544555791	52.39101198	52.39101198	0.52391012	52.39101198	-0.035335202	0.170805248	0.066219905	0.16924759	0.535897436	0.62276854
0.172946133	-0.681957689	-6.91176106	-101.7883573	0.626325579	56.86941038	56.86941038	0.568694104	56.86941038	0.360891827	0.202730249	0.480149028	0.596304237	0.620192308	4.854996608
0.157721971	-2.019543475	-3.149350828	-127.9136127	0.543178783	53.60418242	53.60418242	0.536041824	53.60418242	0.14360788	0.172442671	0.243872757	0.34253625	0.6	5.956342976
0.170348849	-0.2606421	-4.686995699	-100.7761689	0.553837335	50.88314912	50.88314912	0.508831491	50.88314912	0.095573089	0.155548	0.195091096	0.294750023	0.533333333	0.510009429
0.156251166	-0.702730813	-3.366987439	-65.35988959	0.603710434	57.9681901	57.9681901	0.579681901	57.9681901	0.134521704	0.209380328	0.248291278	0.364897225	0.6	4.690150153
0.048273013	2.817480605	1.391088359	18.90012939	0.478453908	47.34642964	47.34642964	0.473464296	47.34642964	0.244945757	0.1234544	0.351921653	0.460424948	0.449494949	-2.453539212
0.060522286	2.12573504	2.473049872	121.2790227	0.496452972	49.49073931	49.49073931	0.494907393	49.49073931	0.228793257	0.134867712	0.350537865	0.476143655	0.486842105	0.41142883
0.168097243	0.429766308	-5.742741623	-76.87031356	0.629520339	58.52170041	58.52170041	0.585217004	58.52170041	0.313936256	0.219098881	0.434473737	0.555996737	0.584770115	4.550481952
0.181419343	-2.567923185	-3.56776387	-133.0945227	0.514430928	50.54039515	50.54039515	0.505403951	50.54039515	0.108681705	0.144857239	0.192965238	0.275396398	0.5	3.416397141
0.047073309	1.513285393	2.358439031	31.79313021	0.453892993	47.84618392	47.84618392	0.478461839	47.84618392	0.335346457	0.108591963	0.42826717	0.520119327	0.5	-0.600792168
0.141212064	-0.732236385	-3.262482166	-47.44567266	0.576976554	59.15406565	59.15406565	0.591540656	59.15406565	0.086165239	0.229698646	0.193685384	0.303536388	0.583333333	9.382567842
0.148897671	-1.112112619	-1.434858442	-45.50965934	0.523300626	52.97215141	52.97215141	0.529721514	52.97215141	0.039372315	0.157425814	0.127433524	0.215682462	0.545454545	3.060727356
0.058125948	1.241784214	3.996406522	111.0858359	0.460347532	47.22787701	47.22787701	0.47227877	47.22787701	0.169659939	0.113374407	0.274006579	0.376618748	0.464102564	-1.963864655
0.062709229	1.759536961	1.090898709	36.56766318	0.472484813	49.43029647	49.43029647	0.494302965	49.43029647	0.360362781	0.120780108	0.466285619	0.573894322	0.5	2.045141126
0.153871576	-2.948322144	-2.568837738	-94.17964725	0.500913947	51.48445017	51.48445017	0.514844502	51.48445017	0.047320116	0.148270967	0.120479479	0.194501204	0.535897436	4.584096304
0.146826114	-2.341822845	-2.775802149	-113.4490577	0.535915347	52.60201928	52.60201928	0.526020193	52.60201928	0.135094922	0.158119263	0.222383926	0.310395795	0.571428571	3.004830176
0.047983787	2.956517559	4.23719227	53.77074123	0.473565925	50.83999207	50.83999207	0.508399921	50.83999207	0.264520278	0.147236338	0.372828249	0.481850796	0.529824561	0.365830784
0.182959991	-1.17730422	-4.353849975	-115.8250161	0.561939568	52.24111378	52.24111378	0.522411138	52.24111378	0.254486652	0.149639554	0.350471743	0.446447787	0.529824561	2.523438474
0.06343566	2.604501146	3.035644968	81.28027962	0.506774837	51.48463755	51.48463755	0.514846376	51.48463755	0.29417098	0.15825656	0.411154575	0.526064632	0.5	-0.708940995
0.094908022	0.934727163	1.141235057	161.1090402	0.552644323	55.68805243	55.68805243	0.556880524	55.68805243	0.353329367	0.180506895	0.479394162	0.603873211	0.581140351	2.915247481
0.143928295	-3.163220382	-3.56734591	-132.6630215	0.567343185	56.33809513	56.33809513	0.563380951	56.33809513	0.163433628	0.216798528	0.259040046	0.354133325	0.654761905	4.77489703
0.047602823	2.487501934	4.40442458	45.61176984	0.511415568	55.11226067	55.11226067	0.551122607	55.11226067	0.211736927	0.193476563	0.333927573	0.458009347	0.571428571	3.165759925
0.054445566	1.854999051	2.423028084	43.03945243	0.434709667	45.41969929	45.41969929	0.454196993	45.41969929	0.217934532	0.095023011	0.313893855	0.407891445	0.45	0.104342214
0.120038206	-0.996345018	-2.776367965	-37.79416377	0.547647602	55.37605338	55.37605338	0.553760534	55.37605338	0.314326025	0.171383729	0.400066043	0.485039946	0.601809955	3.07382295
0.147703659	-0.842001625	-2.748026363	-84.65560298	0.588879841	55.43929251	55.43929251	0.554392925	55.43929251	0.028627075	0.190964386	0.145210607	0.263159939	0.577380952	4.73968993
0.133134843	0.199274131	-3.70225627	-32.03474172	0.593747705	58.58023336	58.58023336	0.585802334	58.58023336	0.084305729	0.238143135	0.197497991	0.311758695	0.620192308	7.727114533
0.048848164	0.900834667	3.828170999	48.22243114	0.44384845	48.93325164	48.93325164	0.489332516	48.93325164	0.252524967	0.120829443	0.342037089	0.430742399	0.533333333	0.882178877
0.102528583	0.344682259	-0.51553206	-4.565452089	0.536214958	55.42857186	55.42857186	0.554285719	55.42857186	-0.0410375	0.206893527	0.058812476	0.16107433	0.6	5.402886283
0.158564649	-0.114176203	-4.598185412	-105.0158397	0.544084677	50.0226619	50.0226619	0.500226619	50.0226619	0.068999822	0.155012722	0.174747973	0.281430725	0.516666667	2.833232837
0.162304051	-0.582401865	-3.280190556	-119.5491392	0.545475794	48.8565097	48.8565097	0.488565097	48.8565097	0.15598227	0.124643372	0.251525646	0.34636731	0.5	-1.274442186
0.101763757	1.221869123	0.707626258	169.1823698	0.549552768	52.68121277	52.68121277	0.526812128	52.68121277	0.330172275	0.155948472	0.459284347	0.58741351	0.5	2.067300564
0.06613696	2.235114757	2.048698468	70.40900027	0.498534945	49.20918549	49.20918549	0.492091855	49.20918549	0.324537113	0.120058918	0.432361896	0.539704755	0.5	-1.87568511
0.185520433	-2.229974701	-2.821335871	-153.4405632	0.537982325	48.74289241	48.74289241	0.487428924	48.74289241	0.015417977	0.133312932	0.105843179	0.198322642	0.5	1.434193603
0.121673239	-1.324572912	-0.798930163	-19.66027448	0.425830067	43.35713525	43.35713525	0.433571353	43.35713525	-0.133541793	0.096690371	-0.077305625	-0.019273723	0.388888889	-2.015470782
